"Protein1","Protein2","Gene1","Gene2","Context","StringScore"
"O75083","Q9Y281","WDR1","CFL2","poor",817
"O75116","Q96NB3","ROCK2","ZNF830","poor",0
"O75150","P24534","RNF40","EEF1B2","poor",0
"O75150","P29692","RNF40","EEF1D","poor",278
"O75150","Q14152","RNF40","EIF3A","poor",0
"O75150","Q5VTR2","RNF40","RNF20","rich",991
"O75150","Q96T58","RNF40","SPEN","poor",426
"O75150","Q9Y6M7","RNF40","SLC4A7","poor",0
"O75152","P08238","ZC3H11A","HSP90AB1","poor",0
"O75152","P18887","ZC3H11A","XRCC1","poor",172
"O75152","Q15149","ZC3H11A","PLEC","poor",0
"O75152","Q58FF7","ZC3H11A","HSP90AB3P","poor",0
"O75165","P06454","DNAJC13","PTMA","poor",0
"O75165","P41250","DNAJC13","GARS1","poor",0
"O75251","O75306","NDUFS7","NDUFS2","poor",999
"O75319","P08727","DUSP11","KRT19","poor",0
"O75323","Q9BPW8","NIPSNAP2","NIPSNAP1","poor",688
"O75330","Q86YA3","HMMR","ZGRF1","poor",0
